Identifier,Station Number,Lat,Lon,Name,Start,End
IDM00097230,97230,-8.75,115.1667,DENPASAR/NGURAH RAI,1973,2020
IDM00097240,97240,-8.55,116.0833,PRAYA LOMBOK,1979,2020
IDM00097260,97260,-8.4333,117.4167,SUMBAWA BESAR/BRANGBIJI,1976,2020
IDM00097270,97270,-8.55,118.7,BIMA/M.SALAHUDDIN,1989,2020
IDM00097300,97300,-8.6333,122.25,MAUMERE/WAI OTI,1979,2020
IDM00097340,97340,-9.6667,120.3333,WAINGAPU/MAU HAU,1974,2020
IDM00097372,97372,-10.1667,123.6667,KUPANG/ELTARI,1973,2020
IDM00097430,97430,0.7667,127.3667,TERNATE/BABULLAH,1983,2020
IDM00097460,97460,-0.6333,127.5,LABUHA/OESMAN SADIK,1996,2020
IDM00097502,97502,-0.8939,131.2858,DEO SORONG,1987,2020
IDM00097560,97560,-1.1833,136.1167,BIAK/FRANS KAISIEPO,1973,2020
IDM00097600,97600,-2.0833,126,SANANA,1980,2020
IDM00097686,97686,-4.0667,138.95,WAMENA,1991,2020
IDM00097690,97690,-2.5667,140.4833,JAYAPURA/SENTANI,1973,2020
IDM00097724,97724,-3.7,128.0833,AMBON/PATTIMURA,1978,2020
IDM00097748,97748,-3.8,130.8333,GESER,1984,2020
IDM00097810,97810,-5.6833,132.75,TUAL/DUMATUBUN,1979,2020
IDM00097876,97876,-6.1,140.3,TANAH MERAH,1995,2020
IDM00097900,97900,-7.9833,131.3,SAUMLAKI/OLILIT,1978,2020
IDM00097980,97980,-8.4667,140.3833,MERAUKE/MOPAH,1987,2020
INM00042027,42027,34.0833,74.8333,SRINAGAR,1962,2020
INM00042056,42056,32.6667,74.8333,JAMMU,2015,2020
INM00042071,42071,31.6333,74.8667,AMRITSAR,1957,2020
INM00042079,42079,31.5333,76.9,SUNDERNAGAR,2016,2020
INM00042101,42101,30.3333,76.4667,PATIALA,1975,2020
INM00042103,42103,30.3833,76.7667,AMBALA,1928,2020
INM00042111,42111,30.3167,78.0333,DEHRADUN,1973,2020
INM00042165,42165,28,73.3,BIKANER,1973,2020
INM00042182,42182,28.5833,77.2,NEW DELHI/SAFDARJUNG,1930,2020
INM00042189,42189,28.3667,79.4,BAREILLY,1973,2020
INM00042299,42299,27.3333,88.6167,GANGTOK,2016,2020
INM00042314,42314,27.4833,95.0167,DIBRUGARH /MOHANBARI,1945,2020
INM00042328,42328,26.9,70.9167,JAISALMER,2015,2020
INM00042339,42339,26.3,73.0167,JODHPUR,1935,2020
INM00042348,42348,26.8167,75.8,JAIPUR / SANGANER,1973,2020
INM00042361,42361,26.2333,78.25,GWALIOR,1938,2020
INM00042369,42369,26.75,80.8833,LUCKNOW/AMAUSI,1967,2020
INM00042379,42379,26.75,83.3667,GORAKHPUR,1973,2020
INM00042399,42399,26.5333,88.7167,JALPAIGURI,2015,2020
INM00042410,42410,26.1,91.5833,GUWAHATI,1956,2020
INM00042435,42435,25.75,71.3833,BARMER,2015,2020
INM00042452,42452,25.15,75.85,KOTA AERODROME,2015,2020
INM00042492,42492,25.6,85.1667,PATNA,1928,2020
INM00042498,42498,25.2333,86.95,BHAGALPUR,1973,2020
INM00042539,42539,24.2,72.2,DEESA,1973,2020
INM00042542,42542,24.6167,73.8833,UDAIPUR DABOK,1976,2020
INM00042591,42591,24.75,84.95,GAYA,1938,2020
INM00042623,42623,24.7667,93.9,IMPHAL/TULIHAL,1973,2020
INM00042634,42634,23.25,69.8,BHUJ-RUDRAMATA,1973,2020
INM00042647,42647,23.0667,72.6333,AHMADABAD,1928,2020
INM00042667,42667,23.2833,77.35,BHOPAL/BAIRAGHAR,1973,2020
INM00042701,42701,23.3167,85.3167,M.O. RANCHI,1929,2020
INM00042706,42706,23.3833,87.0833,BANKURA,2015,2020
INM00042724,42724,23.8833,91.25,AGARTALA,1973,2020
INM00042798,42798,22.8167,86.1833,JAMSHEDPUR,1941,2020
INM00042809,42809,22.65,88.45,KOLKATA/DUM DUM,1938,2020
INM00042867,42867,21.1,79.05,NAGPUR SONEGAON,1946,2020
INM00042874,42874,21.2333,81.65,PBO RAIPUR,1973,2020
INM00042886,42886,21.9167,84.0833,JHARSIGUDA,1973,2020
INM00042971,42971,20.25,85.8333,BHUBANESHWAR,1971,2020
INM00043003,43003,19.1167,72.85,BOMBAY / SANTACRUZ,1938,2020
INM00043014,43014,19.85,75.4,AURANGABAD CHIKALTHANA AERODRO,1973,2020
INM00043041,43041,19.0833,82.0333,JAGDALPUR,1973,2020
INM00043049,43049,19.2667,84.8833,GOPALPUR,1973,2020
INM00043063,43063,18.5333,73.85,PUNE,1926,2020
INM00043110,43110,16.9833,73.3333,RATNAGIRI,1973,2020
INM00043128,43128,17.45,78.4667,HYDERABAD AIRPORT,1929,2020
INM00043150,43150,17.6833,83.3,VISHAKHAPATNAM/WALTAIR,1938,2020
INM00043185,43185,16.2,81.15,MACHILIPATNAM/FRANCHPET,1983,2020
INM00043192,43192,15.4833,73.8167,GOA/PANJIM,1954,2020
INM00043201,43201,15.4167,75.6333,GADAG,1973,2020
INM00043279,43279,13,80.1833,CHENNAI/MINAMBAKKAM,1926,2020
INM00043285,43285,12.95,74.8333,MANGALORE/PANAMBUR,1973,2020
INM00043295,43295,12.9667,77.5833,BANGALORE,1926,2020
INM00043311,43311,11.1167,72.7333,AMINIDIVI,1973,2020
INM00043333,43333,11.6667,92.7167,PORT BLAIR,1926,2020
INM00043346,43346,10.9167,79.8333,KARAIKAL,1973,2020
INM00043353,43353,9.9333,76.2333,COCHIN (IN-NAVY),1967,2020
INM00043369,43369,8.3,73.15,MINICOY,1965,2020
INM00043371,43371,8.4833,76.95,THIRUVANANTHAPURAM,1928,2020
IRM00040706,40706,38.0833,46.2833,TABRIZ,1970,2020
IRM00040745,40745,36.2667,59.6333,MASHHAD,1969,2020
IRM00040754,40754,35.6833,51.3167,TEHRAN-MEHRABAD,1961,2020
IRM00040766,40766,34.35,47.15,KERMANSHAH,1973,2020
IRM00040800,40800,32.5175,51.7061,ESFAHAN,1969,2020
IRM00040809,40809,32.8667,59.2,BIRJAND,1989,2020
IRM00040811,40811,31.3333,48.6667,AHWAZ,1989,2020
IRM00040841,40841,30.25,56.9667,KERMAN,1967,2020
IRM00040848,40848,29.5333,52.6,SHIRAZ,1968,2020
IRM00040856,40856,29.4667,60.8833,ZAHEDAN,2005,2020
ISM00040179,40179,32,34.8167,BET DAGAN,1963,2020
ITM00016045,16045,45.9806,13.0592,UDINE/RIVOLTO RDS,2016,2020
ITM00016080,16080,45.4614,9.2831,MILANO LINATE RDS,1949,2020
ITM00016113,16113,44.5392,7.6125,CUNEO-LEVALDIGI RDS,2000,2020
ITM00016144,16144,44.6539,11.6225,S. PIETRO CAPOFIUME RDS,1986,2020
ITM00016245,16245,41.67,12.4508,PRATICA DI MARE RDS,1986,2020
ITM00016320,16320,40.6603,17.9567,BRINDISI RDS,1953,2020
ITM00016429,16429,37.9142,12.4914,TRAPANI BIRGI RDS,1974,2020
ITM00016546,16546,39.3461,8.9675,DECIMOMANNU RDS,2012,2020
IVM00065548,65548,7.383,-7.517,MAN,1973,2020
IVM00065578,65578,5.25,-3.9333,ABIDJAN,1940,2020
JAM00047401,47401,45.415,141.6789,WAKKANAI,1949,2020
JAM00047412,47412,43.06,141.3286,SAPPORO,1949,2020
JAM00047418,47418,42.9531,144.4375,KUSHIRO,2010,2020
JAM00047580,47580,40.7053,141.3719,MISAWA AB,1948,2020
JAM00047582,47582,39.7175,140.0992,AKITA,1956,2020
JAM00047600,47600,37.3914,136.8953,WAJIMA,1956,2020
JAM00047646,47646,36.0581,140.1258,TATENO,1949,2020
JAM00047678,47678,33.1217,139.7792,HACHIJOJIMA,1958,2020
JAM00047741,47741,35.4572,133.0656,MATSUE,2010,2020
JAM00047778,47778,33.4503,135.7572,SHIONOMISAKI,1956,2020
JAM00047807,47807,33.5822,130.3764,FUKUOKA,1947,2020
JAM00047827,47827,31.555,130.5481,KAGOSHIMA,1956,2020
JAM00047909,47909,28.3942,129.5528,NAZE/FUNCHATOGE,1957,2020
JAM00047918,47918,24.3367,124.1644,ISHIGAKIJIMA,1964,2020
JAM00047945,47945,25.8289,131.2286,MINAMIDAITOJIMA,1961,2020
JAM00047971,47971,27.0922,142.1914,CHICHIJIMA,1967,2020
JAM00047991,47991,24.2883,153.9833,MINAMITORISHIMA,1951,2020
JMM00078397,78397,18.0667,-76.85,COOPERS HILL,1956,2020
JNM00001001,01001,70.9397,-8.6678,JAN MAYEN,1949,2020
JOM00040265,40265,32.3667,36.25,MAFRAQ,1963,2020
KEM00063741,63741,-1.3036,36.7597,DAGORETTI CORNER,1949,2020
KRM00091610,91610,1.35,172.9167,TARAWA,1958,2020
KSM00047101,47101,37.9025,127.7358,CHUNCHEON,1970,2020
KSM00047122,47122,37.0833,127.0333,OSAN AB,1957,2020
KSM00047138,47138,36.0319,129.38,POHANG,1967,2020
KSM00047158,47158,35.1167,126.8,GWANGJU AB,1973,2020
KSM00047169,47169,34.6872,125.4511,HEUKSANDO,2003,2020
KZM00028951,28951,53.2333,63.6167,KOSTANAI,1950,2020
KZM00035229,35229,50.2833,57.15,AKTOBE,1946,2020
KZM00035394,35394,49.8,73.15,KARAGANDA,1946,2020
KZM00035671,35671,47.8,67.7167,ZHEZKAZGAN,1961,2020
KZM00035700,35700,47.1167,51.9167,ATYRAU,1951,2020
KZM00036003,36003,52.3,76.9333,PAVLODAR,1958,2020
KZM00036872,36872,43.3633,77.0042,ALMATY,1940,2020
KZM00038064,38064,44.7667,65.5167,KYZYLORDA,1950,2020
KZM00038341,38341,42.85,71.3,TARAZ,1956,2020
LGM00026435,26435,56.6425,25.1283,SKRIVERI,2006,2020
LOM00011952,11952,49.0333,20.3167,POPRAD-GANOVCE,1977,2020
MAM00067027,67027,-15.6667,46.35,MAHAJANGA,1973,2020
MAM00067083,67083,-18.8,47.4833,ANTANANARIVO/IVATO,1967,2020
MAM00067095,67095,-18.1167,49.4,TOAMASINA,1973,2020
MGM00044212,44212,49.8,92.0833,ULAANGOM,1971,2020
MGM00044231,44231,49.6333,100.1667,MUREN,1971,2020
MGM00044292,44292,47.9167,106.8667,ULAANBAATAR,1956,2020
MGM00044373,44373,43.5833,104.4167,DALANZADGAD,1959,2020
MLM00061265,61265,14.5167,-4.1,MOPTI,1973,2020
MOM00060155,60155,33.5667,-7.6667,CASABLANCA,1949,2020
MPM00061995,61995,-20.2975,57.4947,VACOAS (MAURITIUS),1966,2020
MRM00061442,61442,18.1,-15.95,NOUAKCHOTT,1941,2020
MUM00041256,41256,23.5953,58.2983,MUSCAT INT'L AIRPORT,1978,2020
MUM00041316,41316,17.0439,54.1022,SALALAH AIRPORT,1973,2020
MVM00043599,43599,-0.6933,73.1556,GAN,1961,2020
MXM00076225,76225,28.6667,-106.0333,CHIHUAHUA,1964,2020
MXM00076256,76256,27.95,-110.8,EMPALME,1964,2020
MXM00076394,76394,25.8667,-100.2333,"AEROP.INTERNACIONAL MONTERREY,",1964,2020
MXM00076405,76405,24.1167,-110.3167,LA PAZ,1975,2020
MXM00076458,76458,23.2167,-106.4,COLONIA JUAN CARRASCO MAZATLAN,1948,2020
MXM00076526,76526,22.75,-102.5,"ZACATECAS,ZAC.",2000,2020
MXM00076595,76595,21.0167,-86.85,CANCUN,1995,2020
MXM00076612,76612,20.7,-103.3833,GUADALAJARA,1979,2020
MXM00076644,76644,20.95,-89.65,AEROP.INTERNACIONAL MERIDA,1948,2020
MXM00076654,76654,19.0667,-104.3333,MANZANILLO,1976,2020
MXM00076679,76679,19.4333,-99.1333,AEROP. INTERNACIONAL MEXICO,1948,2020
MXM00076692,76692,19.15,-96.1333,"HACIENDA YLANG YLANG VERACRUZ,",1952,2020
MXM00076743,76743,17.9833,-92.9333,VILLAHERMOSA,2005,2020
MXM00076805,76805,16.75,-99.75,ACAPULCO,1974,2020
MXM00076903,76903,14.9167,-92.25,TAPACHULA,2011,2020
MYM00048601,48601,5.3,100.2667,PENANG/BAYAN LEPAS,1968,2020
MYM00048615,48615,6.1667,102.2833,KOTA BHARU,1973,2020
MYM00048650,48650,2.7167,101.7,KUALA LUMPUR INTERNATIONAL AIR,1999,2020
MYM00048657,48657,3.7833,103.2167,KUANTAN,1971,2020
MYM00096413,96413,1.4833,110.3333,KUCHING,1973,2020
MYM00096441,96441,3.2,113.0333,BINTULU,1973,2020
MYM00096471,96471,5.9333,116.05,KOTA KINABALU,1969,2020
MYM00096481,96481,4.2667,117.8833,TAWAU,1979,2020
NFM00094996,94996,-29.0389,167.9408,NORFOLK ISLAND AERO,1943,2020
NGM00061052,61052,13.4833,2.1667,NIAMEY-AERO,1940,2020
NIM00065046,65046,12.05,8.5333,KANO,1972,2020
NLM00006260,06260,52.0989,5.1797,DE BILT AWS,1911,2020
NOM00001415,01415,58.8742,5.665,STAVANGER/SOLA,1949,2020
NZM00093112,93112,-36.7928,174.6214,WHENUAPAI,1957,2020
NZM00093417,93417,-40.9044,174.9839,PARAPARAUMU AERODROME,1973,2020
NZM00093844,93844,-46.4108,168.3178,INVERCARGILL AIRPORT,1950,2020
NZM00093997,93997,-29.2447,-177.9289,RAOUL ISLAND,1952,2020
PAM00086218,86218,-25.2333,-57.5167,AEROPUERTO SILVIO PETTIROSSI,1975,2020
PEM00084628,84628,-12.0167,-77.1167,LIMA/CALLAO,1957,2020
PFM00059981,59981,16.8333,112.3333,XISHA DAO,1958,2020
PKM00041598,41598,32.9333,73.7167,JHELUM,1949,2020
PKM00041624,41624,31.8167,70.9167,DERA ISMAIL KHAN,1935,2020
PKM00041640,41640,31.55,74.3333,LAHORE CITY,1960,2020
PKM00041661,41661,30.2667,66.9167,QUETTA (SHEIKH MANDA),1926,2020
PKM00041675,41675,30.2,71.4333,MULTAN,1940,2020
PKM00041715,41715,28.3,68.4667,JACOBABAD,1935,2020
PKM00041718,41718,28.65,70.6833,KHANPUR,1949,2020
PKM00041749,41749,26.25,68.3667,NAWABSHAH,1973,2020
PKM00041768,41768,25.5167,69.7833,CHHOR,1949,2020
PKM00041780,41780,24.9,67.1333,KARACHI AIRPORT,1926,2020
PLM00012120,12120,54.7536,17.5347,LEBA,1972,2020
PLM00012374,12374,52.4078,20.9564,LEGIONOWO,1956,2020
PLM00012425,12425,51.1131,16.8811,WROCLAW I,1956,2020
PMM00078807,78807,8.9667,-79.5667,COROZAL OESTE,1946,2020
POM00008508,08508,38.7678,-27.0856,LAJES (ACORES),1946,2020
POM00008522,08522,32.6333,-16.9,FUNCHAL,1948,2020
POM00008579,08579,38.7667,-9.1333,LISBOA/GAGO COUTINHO,1948,2020
PSM00091408,91408,7.3687,134.5412,KOROR,1950,2020
QAM00041169,41169,25.2731,51.6081,HAMAD INTERNATIONAL AIRPORT,1978,2020
RIM00013275,13275,44.7667,20.4167,BEOGRAD/KOSUTNJAK,1971,2020
RIM00013388,13388,43.3333,21.9,NIS,1973,2020
RMM00091366,91366,8.7333,167.7333,KWAJALEIN/BUCHOLZ AAF,1949,2020
RMM00091376,91376,7.0683,171.2942,MAJURO/MARSHALL IS. INTNL.,1952,2020
ROM00015420,15420,44.5106,26.0781,BUCURESTI BANEASA,1950,2020
RPM00098223,98223,18.1828,120.5342,LAOAG,1950,2020
RPM00098233,98233,17.6375,121.7525,TUGUEGARAO,2017,2020
RPM00098328,98328,16.4039,120.6014,BAGUIO,1973,2020
RPM00098433,98433,14.5814,121.3692,TANAY,2000,2020
RPM00098444,98444,13.1506,123.7283,LEGASPI,1973,2020
RPM00098618,98618,9.7403,118.7586,PUERTO PRINCESA,1973,2020
RPM00098646,98646,10.3222,123.98,MACTAN,1973,2020
RPM00098747,98747,8.4089,124.6119,LUMBIA AIRPORT,2014,2020
RPM00098753,98753,7.1278,125.6547,DAVAO AIRPORT,1978,2020
RQM00078526,78526,18.4317,-65.9919,PR SAN JUAN/INT.,1946,2020
RSM00020046,20046,80.6264,58.0589,POLARGMO IM. E.T. KRENKELJA,1957,2020
RSM00020292,20292,77.7131,104.2919,GMO IM.E.K. FEDOROVA,1919,2020
RSM00020674,20674,73.5136,80.4064,OSTROV DIKSON,1938,2020
RSM00020744,20744,72.3667,52.7,MALYE KARMAKULY,1950,2020
RSM00021432,21432,76,137.8667,OSTROV KOTEL'NYJ,1946,2020
RSM00021824,21824,71.5833,128.9167,TIKSI,1939,2020
RSM00021946,21946,70.6167,147.8833,CHOKURDAH,1955,2020
RSM00022217,22217,67.1692,32.3542,KANDALAKSHA,1957,2020
RSM00022271,22271,67.8767,44.1742,SHOJNA,1963,2020
RSM00022522,22522,64.95,34.65,KEM,1950,2020
RSM00022543,22543,64.6247,40.5114,ARHANGEL'SK,1939,2020
RSM00022820,22820,61.8167,34.2667,PETROZAVODSK,1957,2020
RSM00022845,22845,61.5067,38.9347,KARGOPOL,1962,2020
RSM00023078,23078,69.3472,88.2639,NORIL'SK,1974,2020
RSM00023205,23205,67.625,53.0175,NAR'JAN-MAR,1946,2020
RSM00023330,23330,66.5319,66.6744,SALEHARD,1948,2020
RSM00023415,23415,65.1167,57.1,PECHORA,1953,2020
RSM00023472,23472,65.7944,87.9889,TURUHANSK,1951,2020
RSM00023802,23802,61.6767,50.7806,SYKTYVKAR,1947,2020
RSM00023884,23884,61.5806,90.0306,BOR,1950,2020
RSM00023921,23921,60.6833,60.45,IVDEL,1953,2020
RSM00023933,23933,61.0278,69.1189,HANTY-MANSIJSK,1946,2020
RSM00023955,23955,60.4333,77.8667,ALEKSANDROVSKOE,1949,2020
RSM00024266,24266,67.5667,133.4,VERHOJANSK,1952,2020
RSM00024343,24343,66.7667,123.4,ZHIGANSK,1951,2020
RSM00024507,24507,64.2694,100.2167,TURA,1955,2020
RSM00024641,24641,63.7833,121.6167,VILJUJSK,1951,2020
RSM00024688,24688,63.25,143.15,OJMJAKON,1950,2020
RSM00024726,24726,62.5333,113.8667,MIRNVY,1966,2020
RSM00024908,24908,60.3361,102.2944,VANAVARA,1955,2020
RSM00024959,24959,62.0167,129.7167,JAKUTSK,1940,2020
RSM00025123,25123,68.75,161.2833,CHERSKIJ,1955,2020
RSM00025428,25428,65.2333,160.5333,OMOLON,1957,2020
RSM00025703,25703,62.9167,152.4167,SEJMCHAN,1955,2020
RSM00025913,25913,59.55,150.7833,MAGADAN,1950,2020
RSM00026298,26298,57.8833,34.0333,BOLOGOE,1952,2020
RSM00026477,26477,56.35,30.6167,VELIKIE LUKI,1960,2020
RSM00026702,26702,54.7264,20.5583,KALININGRAD,1939,2020
RSM00026781,26781,54.75,32.0667,SMOLENSK,1939,2020
RSM00027038,27038,59.3183,39.9256,VOLOGDA,1947,2020
RSM00027199,27199,58.5667,49.5667,KIROV,1947,2020
RSM00027459,27459,56.2667,44,NIZHNIJ NOVGOROD,1946,2020
RSM00027707,27707,54.1,35.35,SUHINICHI,1961,2020
RSM00027730,27730,54.6333,39.7,RYAZAN,1962,2020
RSM00027962,27962,53.1228,45.0189,PENZA,1961,2020
RSM00027995,27995,52.9833,49.4333,SAMARA (BEZENCHUK),1951,2020
RSM00028225,28225,57.9583,56.1972,PERM,1961,2020
RSM00028275,28275,58.15,68.25,TOBOL'SK,1951,2020
RSM00028445,28445,56.7333,61.0667,EKATERINBURG (VERHNEE DUBROVO),1946,2020
RSM00028661,28661,55.4567,65.4011,KURGAN,1955,2020
RSM00028722,28722,54.7106,55.815,UFA-DIOMA,1946,2020
RSM00029231,29231,58.3167,82.95,KOLPASEVO,1951,2020
RSM00029263,29263,58.4528,92.2028,ENISEJSK,1964,2020
RSM00029282,29282,58.3833,97.45,BOGUCANY,1951,2020
RSM00029572,29572,56.1806,92.6056,EMEL' YANOVO,1995,2020
RSM00029612,29612,55.3544,78.3083,BARABINSK,1958,2020
RSM00029634,29634,54.9667,82.95,NOVOSIBIRSK,1946,2020
RSM00029698,29698,54.8833,99.0333,NIZHNEUDINSK,1950,2020
RSM00029839,29839,53.5,83.8333,BARNAUL,1963,2020
RSM00029862,29862,53.7667,91.3167,ABAKAN,1960,2020
RSM00030054,30054,59.45,112.5833,VITIM,1951,2020
RSM00030230,30230,57.7667,108.0667,KIRENSK,1950,2020
RSM00030309,30309,56.2833,101.75,BRATSK,1967,2020
RSM00030372,30372,56.9,118.2667,CHARA,1967,2020
RSM00030635,30635,53.4167,109.0167,UST'-BARGUZIN,1960,2020
RSM00030673,30673,53.75,119.7333,MOGOCHA,1953,2020
RSM00030715,30715,52.4833,103.85,ANGARSK,1988,2020
RSM00030758,30758,52.0833,113.4833,CHITA,1940,2020
RSM00030935,30935,50.3667,108.75,KRASNYJ CHIKOJ,1951,2020
RSM00030965,30965,50.4,116.5167,BORZYA,1957,2020
RSM00031004,31004,58.6167,125.3667,ALDAN,1950,2020
RSM00031088,31088,59.3667,143.2,OHOTSK,1951,2020
RSM00031168,31168,56.45,138.15,AYAN,1950,2020
RSM00031300,31300,53.7414,127.2764,ZEJA,1955,2020
RSM00031369,31369,53.1475,140.6939,NIKOLAEVSK-NA-AMURE,1951,2020
RSM00031510,31510,50.2803,127.4783,BLAGOVESCETNSK,1940,2020
RSM00031538,31538,50.0667,132.1333,SUTUR,1958,2020
RSM00031736,31736,48.5333,135.2333,HABAROVSK,1940,2020
RSM00031770,31770,49,140.3,SOVETSKAYA GAVAN,1964,2020
RSM00031873,31873,45.8667,133.7333,DAL'NERECHENSK,1957,2020
RSM00031977,31977,43.2667,132.05,VLADIVOSTOK (SAD GOROD),1940,2020
RSM00032061,32061,50.9,142.1667,ALEKSANDROVSK-SAHALINSKIJ,1951,2020
RSM00032098,32098,49.2167,143.1,PORONAJSK,1970,2020
RSM00032150,32150,46.95,142.7167,JUZHNO-SAHALINSK,1948,2020
RSM00032215,32215,50.6833,156.1333,SEVERO-KURIL'SK,1998,2020
RSM00032389,32389,56.3167,160.8333,KLJUCHI,1950,2020
RSM00032477,32477,54.3,155.9167,SOBOLEVO,1967,2020
RSM00032540,32540,53.0833,158.5833,PETROPAVLOVSK-KAMCHATSKIJ,1948,2020
RSM00032618,32618,55.2,165.9833,OSTROV BERINGA,1957,2020
RSM00034009,34009,51.7667,36.1667,KURSK,1946,2020
RSM00034122,34122,51.65,39.25,VORONEZ,1939,2020
RSM00034172,34172,51.5567,46.0394,SARATOV,1947,2020
RSM00034247,34247,50.4167,41.05,KALACH,1961,2020
RSM00034467,34467,48.7833,44.3333,VOLGOGRAD,1947,2020
RSM00034731,34731,47.25,39.8167,ROSTOV-NA-DONU,1939,2020
RSM00034858,34858,45.9167,43.35,DIVNOE,1957,2020
RSM00034882,34882,46.2833,47.9833,ASTRAHAN,1939,2020
RSM00035121,35121,51.6925,55.0783,ORENBURG,1939,2020
RSM00036096,36096,51.7103,94.4917,KYZYL,1955,2020
RSM00037011,37011,44.1,39.0333,TUAPSE,1950,2020
RSM00037055,37055,44.2167,43.1,MINERAL'NYE VODY,1947,2020
RSM00037259,37259,43,47.5,MAHACHKALA,1963,2020
SAM00040373,40373,28.3167,46.1333,AL-QAISUMAH,1977,2020
SAM00040375,40375,28.3833,36.6,TABUK,1976,2020
SAM00040394,40394,27.4333,41.6833,HAIL,1986,2020
SAM00040417,40417,26.45,49.8167,K.F.I.A.,1998,2020
SAM00040430,40430,24.55,39.7,AL-MADINAH,1975,2020
SAM00040437,40437,24.9333,46.7167,KING KHALED INT. AIRPORT,1984,2020
SAM00041024,41024,21.7,39.1833,JEDDAH,1966,2020
SAM00041112,41112,18.2333,42.65,ABHA,1999,2020
SEM00063985,63985,-4.6833,55.5167,SEYCHELLES INTER. AIRPORT,1973,2020
SFM00068263,68263,-25.91,28.2111,PRETORIA (IRENE),1974,2020
SFM00068424,68424,-28.4136,21.2597,UPINGTON,1973,2020
SFM00068442,68442,-29.1,26.3,BLOEMFONTEIN AIRPORT,1966,2020
SFM00068512,68512,-29.6719,17.8875,SPRINGBOK,1987,2020
SFM00068538,68538,-30.6747,23.9992,DE AAR,1993,2020
SFM00068816,68816,-33.97,18.6,CAPE TOWN INTNL. AIRPORT,1949,2020
SFM00068842,68842,-33.9844,25.6108,PORT ELIZABETH,1967,2020
SFM00068994,68994,-46.8831,37.8669,MARION ISLAND,1949,2020
SGM00061687,61687,13.7697,-13.6797,TAMBACOUNDA,1940,2020
SHM00061901,61901,-15.9419,-5.6672,ST. HELENA IS.,1977,2020
SIM00014015,14015,46.0656,14.5122,LJUBLJANA/BEZIGRAD,1996,2020
SNM00048698,48698,1.3667,103.9833,SINGAPORE/CHANGI AIRPORT,1955,2020
SPM00008001,08001,43.3658,-8.4214,LA CORUNA,1958,2020
SPM00008023,08023,43.4911,-3.8006,SANTANDER,1973,2020
SPM00008190,08190,41.3844,2.1181,BARCELONA SERVEI,2007,2020
SPM00008221,08221,40.4653,-3.5797,MADRID/BARAJAS RS,1950,2020
SPM00008302,08302,39.6058,2.7067,MALLORCA-SON BONET,1958,2020
SPM00008430,08430,38.0019,-1.1708,MURCIA,1984,2020
SPM00060018,60018,28.3183,-16.3822,TENERIFE-GUIMAR,2002,2020
SVM00001004,01004,78.9233,11.9222,NY-ALESUND II,1992,2020
SVM00001028,01028,74.5039,19.0011,BJORNOYA,1957,2020
SWM00002365,02365,62.5317,17.4361,SUNDSVALL HARNOSAND,1965,2020
SWM00002527,02527,57.6572,12.2911,GOTEBORG/LANDVETTER,1977,2020
SWM00002591,02591,57.65,18.35,VISBY AEROLOGISKA STATION,1977,2020
TDM00078970,78970,10.6167,-61.35,PIARCO INT. AIRPORT,1969,2020
THM00048327,48327,18.7706,98.9683,CHIANG MAI,1954,2020
THM00048378,48378,16.7961,100.2758,PHITSANULOK,1973,2020
THM00048381,48381,16.4608,102.7894,KHON KAEN,2016,2020
THM00048407,48407,15.25,104.8667,UBON RATCHATHANI,1962,2020
THM00048431,48431,14.9681,102.0858,NAKHON RATCHASIMA,1973,2020
THM00048453,48453,13.6664,100.6061,BANGNA AGROMET,2008,2020
THM00048477,48477,12.6914,100.9853,SATTAHIP,1973,2020
THM00048480,48480,12.6094,102.1039,CHANTHA BURI,1973,2020
THM00048500,48500,11.835,99.8103,PRACHUAP KHIRIKHAN,1973,2020
THM00048551,48551,9.1342,99.1519,SURAT THANI,1973,2020
THM00048565,48565,8.145,98.3144,PHUKET AIRPORT,1973,2020
THM00048568,48568,7.1819,100.6075,SONGKHLA,1954,2020
TOM00065387,65387,6.1667,1.25,LOME,1945,2020
TSM00060715,60715,36.8333,10.2333,TUNIS-CARTHAGE,1948,2020
TSM00060760,60760,33.9167,8.1667,TOZEUR,1969,2020
TUM00017030,17030,41.2833,36.3,SAMSUN,1952,2020
TUM00017064,17064,40.9,29.15,ISTANBUL BOLGE (KARTAL),1951,2020
TUM00017095,17095,39.9,41.2833,ERZURUM BOLGE,2006,2020
TUM00017130,17130,39.95,32.8833,ANKARA/CENTRAL,1949,2020
TUM00017196,17196,38.6833,35.4833,KAYSERI BOLGE,2016,2020
TUM00017220,17220,38.4333,27.1667,IZMIR/GUZELYALI,1952,2020
TUM00017240,17240,37.75,30.55,ISPARTA,1970,2020
TUM00017281,17281,37.9,40.2,DIYARBAKIR-BOLGE,1953,2020
TUM00017351,17351,36.9833,35.35,ADANA/BOLGE,1986,2020
TVM00091643,91643,-8.5167,179.2167,FUNAFUTI,1973,2020
TWM00058968,58968,25.0333,121.5167,TAIBEI,1957,2020
UCM00078988,78988,12.2,-68.9667,HATO AIRPORT,1956,2020
UKM00003005,03005,60.1392,-1.1847,LERWICK,1941,2020
UKM00003023,03023,57.3575,-7.385,SOUTH UIST RANGE,1998,2020
UKM00003238,03238,55.0197,-1.8817,ALBEMARLE,2002,2020
UKM00003354,03354,53.0056,-1.2511,NOTTINGHAM,1998,2020
UKM00003502,03502,52.1394,-4.5711,ABERPORTH,1969,2020
